-----------------
Loop: 1
[V, , , , ,G, , ,C, ,C,C,I,G, , ,G, ,I,C, ,W,C,E,E,C,I,C,W, ,C,W,C, ,G,E, , ,W, ,W,E,C,I,G,I,W,I, , , ,W, , ,C, ,E,W,C,W,C,G, , ,C, ,W,I,E, ,C, ,C, ,G, ,C, , , , ,E, , ,G, , ,E, , , , ,G,E,E,I, ,G, , ] | _,_,A,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[I, , , ,G,E, ,E, , ,E,W,C,G,W, ,W, ,I, , , ,I,E, , ,I, , , ,E,C,E,I, , ,G,E,E, ,E, , ,I,C,E,I, , , ,I, ,E,E, , ,G,E,G, ,C,C,E,C,C,W, , ,G,W,E,G,C,E,E,I, ,E,W, ,W,G, ,C,G,C, , , ,G,I, , ,C, , ,C,I, , ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[I,W,E,E,W, ,E,C, ,G,I, ,E,W,W,E,I, ,E, ,W,C, ,G,E, ,E,C,C,E,E,E,C,E,C, , ,I, ,I,C, , ,W, , ,W,G, ,E, ,W, , , ,C,C, , ,E,I, , , , , , ,G, , ,C, ,C,W,G, ,E,G,G, ,G, ,I, ,E,I, ,C,G,I,G,W, , ,E,G,G,E, ,C] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E,I,I,E,W, ,G,I, , ,E,C,G,I,C,I, ,G,I, ,C,W,I,I,G, ,E,C, , ,E,C,I, , , , ,C, , , ,E,W,E,G,E, ,G, ,G,G,C,E,W,C,W,W,W, ,C,C,W, , , , ,W,E,C,C,G, , , ,I,C,C, ,C,G, , ,W,W,G,E, ,G,E, ,E, ,E,E,E,G,E,E,G, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[C,W, , ,I,E,G,G,G, ,I,I, , ,I,E,I,E,W, , ,G,W,W,W,I, ,I, ,C,E, ,E, ,W,E, ,G, , ,W, , , , ,C, , ,C, ,G, , , , ,W,C,C,G,E,E,W, ,E, , , , ,W,C, ,W, ,C, ,E, , , , ,G, ,I,W,I, ,C,E,W,C, ,I, ,I, ,C, , ,W, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[G, ,I,C, ,I,I, , ,W,C, , , , ,E,W,C,E,E, , , ,W, ,G, ,C,G,E,E, ,C,I, ,W,G, , , ,C,W,E,G,G,I, , ,I, ,I,G, ,E, ,E,E,E, , ,W, ,W,I,G, ,W,E, ,G,I,E,G,I, , , ,I, ,G,G, ,I,E, ,E, , ,G,E, ,C,G,C,I,C,C, , , ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,G,E, , , , , ,W, ,C,E, ,C, ,W,W,W, , ,E, , , , , ,I, ,I,E, ,E,G,E,W,G,I,E, ,W,W,E, ,W,E,E,G, , ,G, ,C,G,W,G,I,W, ,E, ,W, , , , ,I,E, ,E, ,W,W, , , ,W,E,W,G, ,E,G,E, ,W, ,G,E, ,I, ,E,E,I,C, ,E,E,G,I] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E,W,W,I,W, ,E, ,E, ,C, ,E,C,E, ,E,C, ,E,C,G,I,E,I,I,G, , ,C,C, ,W,C, ,E,E, , , , , , , , ,E,E,W, , ,I,C, , ,I,G,E,G, ,I, ,W, , ,G, , , , ,I, ,G,C,E,E,W,I,E,W, ,W, ,G, ,I, ,W, , , ,I,G,G, ,W,W,E, ,E,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[G,W, ,E,C,C,I, ,C,G, , ,C, , ,E, ,C,G, , ,W,W,E, ,G,G,I,G,G,E, , , ,E,C,W,E,G,G,E, ,G,E,G, ,I,E,I,G, ,E, , ,E,I, , , ,I, ,E, , , ,C, ,W,C, ,W,W,W,C,G,W, , ,E,W,W, ,W,G, ,E, ,G,C,C,W, , ,G,E,I, ,G,W, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ , ,E,I, ,I,E, ,E,C, ,W,G,G,E,W,W, ,G, , ,W,W,W, , ,W, , ,E,G,G,I,E,W,E,I, ,W,C, ,E,G,E, , ,G,W,C, ,E,E,W,E, ,C,I,W, , ,E,I, ,W,W, , ,E,W, , , ,E, , , ,I, ,E, ,G, ,G,C, ,C,I,I,E, ,E, , ,W, ,C,E, ,E, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[C,E, ,W,E,E, ,W, , , ,E,E,W,C,W, ,C, ,E,I,W,E, , , ,W,W,E,W, ,C,W,C,E,W, ,I, , , ,E, ,C,W,G,E, ,C,G,C, ,E,I,G,E, , , ,E,W, , ,I, ,C,C,E, , ,G, ,E,G,I, ,E, , ,E, ,C,E, ,I, ,W,I,G,G, ,C,I,E,I,G,E,G,W,I] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,G, , ,G, ,W,G,W,I, , ,G, , , , , ,E,E,G,W,E,W, ,C, , ,I, , ,E, , ,E, , , , ,C, , ,C,G, , ,G,G, , , , , ,E, ,I,E, ,W, , ,I, , ,C, ,E, , , ,E, ,W, ,G, ,C,E,E,G,E,I,W,I,C,C, ,C, ,C,W,W, ,G,I, , ,G,W, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ , , , , , , ,E, ,G,G,I, ,E,E, , , , ,I,G,W,W,W, ,E, ,G,W,G,E, ,E, ,C,G, ,C, ,W, , ,W,G,E,W,E, ,G, ,W, ,I,E,G, , ,C, ,E,I, ,E, ,C, ,C,I,W,G,E, , ,I, ,C, , , , ,E,W, , ,I,G,G,E,I, ,E, ,W,E, ,W, ,E, ,W] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E,E,C,E,W,G,C, ,W,E,C,I,W,E,I,C,E, , , , ,W,G,I, , ,C, , ,W,I, , ,W,W,G,E,E,E,W, , ,G, ,G,E, ,E,E,I, ,E,W, ,I,C,E,E, , ,G, , , , ,I,W,I,I,C,E,I,C, ,W,I, ,G,W,I, ,I, , , ,E, , , ,I,E,G, , ,G,E,E,E, ,I] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,C,C,G,W, ,C, ,C, , ,I, ,E, , , ,I, , , ,W,G,W, ,W, ,W,C,E, , , , , , ,I,E, , ,G, ,C, ,W,W,W,W, , , , , ,E,G,W,E, ,I,W, ,W, ,E,W, ,E, , , , ,E,W, ,W, ,W,G,W, ,C, ,I, ,E,W,W,I, , , , ,G, ,G, ,W,G,G, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ , , ,E,G, ,G,I,G,I,I,W,E,G, ,C, ,I, , ,E,E,E, ,E, , ,I, ,I, , , ,I,C,W, ,C, , ,G,W,I,C,E, ,E,G, ,E, , ,E,I,G, , ,I, ,G,I, ,W, ,E, ,E,C,G, ,E,I, ,W, ,G,W,G,G,G,W,E, ,C, , , , ,W,C, ,E, , , , , ,I,G,G] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E,W,W,W,G,G, , ,I, , ,I, , ,E, ,I, ,W, , , ,E, ,G, ,E,I,I,C,W,W,W, ,C, , ,E, , ,I, , , ,E,W,I, , ,C, , ,G,E,E, ,I,E,I, , ,E,W, ,E,I,W, ,I, , ,G, , ,E, , , ,C,W,E,E,I, , , , ,W, ,C, ,G,I, ,G,E,G, ,E,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E, ,G, , , ,E,G,W, , ,W,W, , ,E,W, ,I,G,I, ,E,G,G, , , , ,C,I,I,W, ,I,W,E, , , , ,E,W,C, , ,W, ,C, ,E, ,G, ,I,W, , , , ,I,C, ,C, , ,E,E, , , , , ,W,W, , , ,G, , ,G,E, , , , ,W,E,E,W,G,E,W,C,W,W, ,C, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,I,I,W,E, ,I, , , ,E, , ,E,E, , , , ,W, ,I,E,W, , ,W,C,G,I, , ,C, , , , , , ,E,E, , , , , ,W,G,E,G,W,E, ,G, , ,W,C, , , , ,C,E,C,W,W, , ,E, ,W, ,G,I, ,I,C,E, , ,C,W,W, ,I,C,W, ,E, ,C,C,G, , ,I, ,E,C] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ , , , ,C, , , , ,E,E, ,I, , ,I,I,I, , ,W,E,W,G, ,I, ,I,C, ,C, , ,E, ,E, , , ,E,E,G, , ,I, , ,W, ,E,G, ,W,I,E, ,E, , ,C,C,G,W,E,C, ,W, ,G,E,G, , , , ,W,E,E,G,C,E,G, , ,W,I,C,E, , ,G, ,G,I,C, , ,C,W, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ , ,C, , , , ,E, , ,I, , ,G, , , , ,G, ,W,I,G,W, , , ,E,W,W,C,W,E, ,E, ,E,E,W, ,E,I,E,I,G,E, ,G,W,G, , , , , ,E, , ,C,C,I,W,W,G, ,W,C,W,E, ,E, ,C, , ,G, ,E,I, , , , , ,E,C,W,C,I, ,C, , ,C,I, , , ,E, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,E,E, , , ,W, ,I,W,G,E, ,C,W,E,C,G,E,E, ,G,W,I,E, ,C,W, , ,E,C,C, , , ,G, , , ,C, , , ,W, , ,E,G, ,W,I,E,W,W, , ,C,E,I,G, ,G, ,E,C,E, , , , , ,W,C, ,E, ,W,E, ,C,G, ,G,E,G,G, ,W,C, , , ,C,C, ,I,E, ,W] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E, ,I, ,C,C,E,C,I,I,C,C, , , ,G,E, ,I,G,E, , ,W, ,E,C,C,I, ,W, , ,I,I,W,G,C, ,W,W,E,C,C, ,E, , ,W,W,W,E,W,E, , , ,E, ,C,W, ,G,I,C, ,C,G, ,E, , ,G,C,E, , ,I, , , ,E, ,I, ,C, ,C, , ,E,E,I,W,I,E,W,E,I,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[G,G,E, ,E,G,E,C, ,C, ,W,E, ,E,W,C, , ,E,E,W, ,E, , , ,I,E,G,G, ,I, ,G,E,C,G,C,G, ,C, , , ,E,G, ,G, , ,C,C,W,C, ,C,C,C,I, , , ,W,C, ,E, , , ,I, , , ,I, , , , , , , ,W,C, ,C, ,E,G,E,E,W, , ,C, ,C,W, ,C] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,G, ,G, , ,E,C,C,W, , , ,C,G, , ,C,I,W, ,I, , , , ,W, , , ,E, ,E,I,E,E, ,C,W,W, ,I, ,E,E,C,G,C, ,C, ,G, , ,W, ,E,W,G,C, ,I, ,G,G,E,W,C, ,G,E, , , , , , ,W, ,G,E, ,E,E,G, , ,I,W, , ,C,I, , ,I,G,W,I, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[E,C,E,W,E,I,G, , , ,I,G, ,E,C,E,G,E,W, ,I, ,C, ,E,E,W, , ,I,G,W, ,G,G,G,C, ,W,I,E, , ,W, ,E, ,E,I, , ,C,W, , , , ,W, , , , ,G,W,G, ,E, ,I,G,I,C,I,C, ,I,I,W,G,E,E, ,E, , , , , ,W,E,I, , , ,W,W,E, , ,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[C,E,E,G,W,I,G,G, , ,I,I,W,E,G,E,G, ,E,I,C, ,E,G,I,E,G,G, ,C,E,E,W, , , , , , ,G, ,W,G, , , ,G,G,W,C, , , , , ,W,I, ,E,G,E,E,C, ,I,C, ,C,I,E,E,W,C,W,I, ,I,E, , ,W, , , ,I, , , , ,C,W,E, , , ,G,E, ,W, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[C,G,W,I, ,G,C, ,G,I, , , ,C, ,E,E,G, ,W,C,C, , ,W, ,E, ,C,G,W,W,E,G, ,G, , ,C, ,I,C,G, ,G,E,E,C, ,C,G, ,W,I, , ,G,E, ,G,C,E, , ,E,E, ,E,I, , , ,E, , ,G,C,E, ,E, , ,C,C, , ,E, ,W,I, ,G,C,I,E, , ,W,C, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,G, ,G, , ,E,E,E,W,I, ,C, , , ,E, ,C,I,W,G,C,C,G, ,C,W, , , , , , , , ,W, , , , ,G, ,I,G, ,I, , , , ,I,W, , , ,E,W,W, ,C,I,G,C,G, , ,E,E, ,E,W, ,E, , ,W,E,C, ,G,G, , , ,I, , ,I, ,E, ,E,E, , , , ,C,C] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,C, ,C,G, ,C,G,E, , ,I,G,E, , ,E,E, , ,G, , ,C,E,E, ,E, , ,E, ,W, ,G,I,C,C, , ,I,E,I, , , ,W,G,C, ,I, , , , , , ,E,E,G, ,E, , , ,G, ,C, , ,W,E, , , , , ,C, , ,E, ,C,W, , ,W,W, , , , ,W, , , ,E,E, , ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[W, , ,C, ,I,G,W,I,I, , , , , ,C,G,C,E,C,I,W,C, , ,G, ,C,I,W,E, , , ,I,G,E, , ,E, ,E,W,E,G,G, ,W,E, , ,C, ,E,W,W, ,I,W, ,W, ,C, ,G,W,E, ,E,W, , ,C,W, ,E,E,C,E,E,G,I, ,C,W, ,C,W,E,E,W, , , ,C, , , ,E,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,I, ,E,I,G,C, ,E, , ,I,W, , ,W,E,W, , ,E, , ,E,C,E,G, ,C, ,W,W,E,G, ,E,C,E,E,W,I,E,I, , ,W,G,E,E,G, , ,G, ,E, ,W, ,E, , ,W,G,W,C,W, ,C, , , , ,C,W, ,W, , ,I,C, ,C,G,G,G, ,G, , ,W, , ,E,E,C,W,E, ,E, ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[W,E,W,E, ,E, ,E,G, ,C,C,I,I,I, , ,E,G, , , , ,I, ,I, ,E, , , , ,C,G, , , ,E, , , ,C,G,G,C,C,W,C,G, ,C,E, ,E, ,C, ,I, ,G, , ,G,C, ,W, , , ,E, , ,E,E,I, ,W, , ,C, , ,C,C, ,E, ,C,I,W,E, ,G,I,I, ,C,E,C,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[G, ,E,E, , ,C, , ,C, ,E, ,E,W,G, , , ,G, , ,W,G,E,E, ,I, ,C, ,E,C,E, , ,G, ,I, ,C,C, , ,C,I, ,W,W, ,E, ,C, , , ,C,G, ,G,G,I, ,I,C,E, ,I,G, , , ,G, ,C, ,W,E, ,I, ,W, , , , ,C,W,C, , , , ,E,W, , ,W,W,E] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,W,I, ,E,E, ,W, ,C,G,I,I,I,I,E, ,C, ,E,E,G,C,E,E,C,I, ,W,E, , ,E,E, ,C, , ,G,E, ,C, , , ,E, , , ,E,W,G, ,W,E, ,I,I,C,E,W,E, ,I, , ,C,E, , ,E, ,G,W, , , ,E,C,C, ,E, , , ,E, ,G, , ,I,E, ,C, , ,W,C, , ] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
[ ,E,E,I,C, , , , ,W,W,I,G, ,G, , ,W,W, , , ,E, ,G,I,I, ,I,W,E, ,E,G, ,I,E,W, ,G,G, , ,I,E,I,E,E,I,W, , ,E,I, , , , , ,E,E,E,E,G, , ,E, , ,C, , , , ,C,W,G, ,W,E,I,E,E,I, , ,C, ,W, , , ,I,C,G,C,E, ,C,G] | _,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
